shipment_id,order_id,order_date,shipping_date,mode_id,region_id,scheduled_days,real_days,delay_days,is_late,is_on_time,sales,delivery_status
122700,49075,2016-12-17,2016-12-23,4,19,4,6,2,0,1,150.0,Shipping canceled
103905,41623,2016-08-30,2016-09-03,4,19,4,4,0,0,1,119.97,Shipping canceled
98043,39271,2016-07-27,2016-07-29,4,20,4,2,0,0,1,119.97,Shipping canceled
96337,38598,2016-07-17,2016-07-21,4,22,4,4,0,0,1,74.97,Shipping canceled
94445,37845,2016-07-06,2016-07-12,4,22,4,6,2,0,1,47.97,Shipping canceled
105703,42331,2016-09-09,2016-09-11,4,2,4,2,0,0,1,239.96,Shipping canceled
103211,41345,2016-08-26,2016-09-01,4,3,4,6,2,0,1,239.96,Shipping canceled
127882,51168,2017-01-16,2017-01-20,4,5,4,4,0,0,1,200.0,Shipping canceled
127881,51168,2017-01-16,2017-01-20,4,5,4,4,0,0,1,159.96,Shipping canceled
108885,43599,2016-09-28,2016-10-03,4,3,4,5,1,0,1,200.0,Shipping canceled
104591,41901,2016-09-03,2016-09-05,4,5,4,2,0,0,1,99.96,Shipping canceled
106706,42751,2016-09-16,2016-09-18,4,2,4,2,0,0,1,399.96,Advance shipping
112591,45088,2016-10-20,2016-10-24,4,3,4,4,0,0,1,239.96,Shipping on time
126156,50489,2017-01-07,2017-01-12,4,3,4,5,1,1,0,239.96,Late delivery
110862,44409,2016-10-10,2016-10-15,4,5,4,5,1,1,0,239.96,Late delivery
105115,42101,2016-09-06,2016-09-08,4,3,4,2,0,0,1,239.96,Advance shipping
125992,50424,2017-01-06,2017-01-11,4,3,4,5,1,1,0,239.96,Late delivery
124562,49825,2016-12-28,2017-01-03,4,5,4,6,2,1,0,200.0,Late delivery
103083,41294,2016-08-25,2016-08-30,4,3,4,5,1,1,0,200.0,Late delivery
104898,42023,2016-09-05,2016-09-09,4,5,4,4,0,0,1,159.96,Shipping on time
119464,47774,2016-11-28,2016-12-03,4,3,4,5,1,1,0,159.96,Late delivery
104416,41827,2016-09-02,2016-09-05,4,4,4,3,0,0,1,120.0,Advance shipping
117955,47193,2016-11-19,2016-11-23,4,3,4,4,0,0,1,200.0,Shipping on time
106390,42626,2016-09-14,2016-09-16,4,3,4,2,0,0,1,200.0,Advance shipping
115493,46199,2016-11-05,2016-11-10,4,5,4,5,1,1,0,200.0,Late delivery
121217,48468,2016-12-08,2016-12-12,4,5,4,4,0,0,1,99.96,Shipping on time
127490,51009,2017-01-14,2017-01-19,4,2,4,5,1,1,0,399.96,Late delivery
115564,46229,2016-11-05,2016-11-10,4,4,4,5,1,1,0,399.96,Late delivery
107084,42882,2016-09-17,2016-09-20,4,2,4,3,0,0,1,399.96,Advance shipping
117074,46827,2016-11-14,2016-11-17,4,2,4,3,0,0,1,399.96,Advance shipping
121737,48684,2016-12-11,2016-12-16,4,2,4,5,1,1,0,399.96,Late delivery
121735,48684,2016-12-11,2016-12-16,4,2,4,5,1,1,0,399.96,Late delivery
116042,46416,2016-11-08,2016-11-10,4,3,4,2,0,0,1,399.96,Advance shipping
118360,47343,2016-11-22,2016-11-26,4,4,4,4,0,0,1,399.96,Shipping on time
104060,41686,2016-08-31,2016-09-02,4,18,4,2,0,0,1,129.99,Advance shipping
104577,41896,2016-09-03,2016-09-05,4,18,4,2,0,0,1,129.99,Advance shipping
70443,28168,2016-02-16,2016-02-20,4,15,4,4,0,0,1,59.99,Shipping on time
62621,24992,2015-12-31,2016-01-03,4,15,4,3,0,0,1,129.99,Advance shipping
77102,30851,2016-03-26,2016-03-28,4,15,4,2,0,0,1,129.99,Advance shipping
62834,25074,2016-01-02,2016-01-07,4,15,4,5,1,1,0,129.99,Late delivery
180185,76870,2018-01-27,2018-02-02,4,15,4,6,2,1,0,215.82,Late delivery
63064,25163,2016-01-03,2016-01-07,4,16,4,4,0,0,1,129.99,Shipping on time
70143,28036,2016-02-14,2016-02-16,4,16,4,2,0,0,1,129.99,Advance shipping
56759,22679,2015-11-28,2015-12-03,4,17,4,5,1,1,0,129.99,Late delivery
59059,23610,2015-12-11,2015-12-17,4,17,4,6,2,1,0,129.99,Late delivery
106946,42828,2016-09-17,2016-09-21,4,18,4,4,0,0,1,59.99,Shipping on time
104576,41896,2016-09-03,2016-09-05,4,18,4,2,0,0,1,129.99,Advance shipping
121833,48713,2016-12-12,2016-12-16,4,18,4,4,0,0,1,129.99,Shipping on time
114148,45668,2016-10-28,2016-11-01,4,18,4,4,0,0,1,129.99,Shipping on time
178111,74796,2017-12-27,2017-12-29,4,14,4,2,0,0,1,461.48,Advance shipping
69867,27918,2016-02-12,2016-02-16,4,14,4,4,0,0,1,129.99,Shipping on time
75233,30097,2016-03-15,2016-03-18,4,15,4,3,0,0,1,59.99,Advance shipping
77398,30966,2016-03-28,2016-03-30,4,15,4,2,0,0,1,129.99,Advance shipping
75154,30063,2016-03-14,2016-03-18,4,15,4,4,0,0,1,129.99,Shipping on time
55063,22019,2015-11-18,2015-11-23,4,16,4,5,1,1,0,129.99,Late delivery
60624,24230,2015-12-20,2015-12-26,4,17,4,6,2,1,0,129.99,Late delivery
121830,48713,2016-12-12,2016-12-16,4,18,4,4,0,0,1,129.99,Shipping on time
105750,42353,2016-09-10,2016-09-14,4,18,4,4,0,0,1,129.99,Shipping on time
114147,45668,2016-10-28,2016-11-01,4,18,4,4,0,0,1,129.99,Shipping on time
105206,42134,2016-09-07,2016-09-12,4,13,4,5,1,1,0,129.99,Late delivery
53808,21522,2015-11-11,2015-11-14,4,14,4,3,0,0,1,129.99,Advance shipping
59474,23767,2015-12-13,2015-12-16,4,14,4,3,0,0,1,129.99,Advance shipping
63711,25433,2016-01-07,2016-01-11,4,14,4,4,0,0,1,129.99,Shipping on time
177208,73893,2017-12-14,2017-12-18,4,14,4,4,0,0,1,215.82,Shipping on time
75205,30085,2016-03-15,2016-03-21,4,15,4,6,2,1,0,59.99,Late delivery
75410,30172,2016-03-16,2016-03-19,4,15,4,3,0,0,1,129.99,Advance shipping
68790,27478,2016-02-06,2016-02-10,4,15,4,4,0,0,1,129.99,Shipping on time
180291,76976,2018-01-28,2018-01-30,4,15,4,2,0,0,1,215.82,Advance shipping
60210,24063,2015-12-18,2015-12-22,4,16,4,4,0,0,1,129.99,Shipping on time
127964,51209,2017-01-17,2017-01-22,4,16,4,5,1,1,0,129.99,Late delivery
177154,73839,2017-12-13,2017-12-18,4,16,4,5,1,1,0,215.82,Late delivery
178038,74723,2017-12-26,2017-12-30,4,17,4,4,0,0,1,461.48,Shipping on time
67197,26821,2016-01-27,2016-01-29,4,17,4,2,0,0,1,129.99,Advance shipping
180417,77102,2018-01-30,2018-02-02,4,17,4,3,0,0,1,215.82,Advance shipping
103859,41608,2016-08-30,2016-09-03,4,18,4,4,0,0,1,129.99,Shipping on time
117478,47009,2016-11-17,2016-11-22,4,18,4,5,1,1,0,129.99,Late delivery
124787,49916,2016-12-29,2016-12-31,4,13,4,2,0,0,1,129.99,Advance shipping
74420,29746,2016-03-10,2016-03-12,4,14,4,2,0,0,1,59.99,Advance shipping
175848,72533,2017-11-24,2017-11-28,4,14,4,4,0,0,1,210.85,Shipping on time
121561,48608,2016-12-10,2016-12-14,4,5,4,4,0,0,1,250.0,Shipping on time
113719,45506,2016-10-26,2016-10-28,4,5,4,2,0,0,1,250.0,Advance shipping
112427,45027,2016-10-19,2016-10-22,4,5,4,3,0,0,1,199.95,Advance shipping
115752,46308,2016-11-06,2016-11-10,4,1,4,4,0,0,1,199.95,Shipping on time
109111,43685,2016-09-29,2016-10-05,4,5,4,6,2,1,0,250.0,Late delivery
104569,41893,2016-09-03,2016-09-07,4,1,4,4,0,0,1,250.0,Shipping on time
115856,46339,2016-11-07,2016-11-12,4,1,4,5,1,1,0,250.0,Late delivery
116672,46667,2016-11-12,2016-11-15,4,5,4,3,0,0,1,250.0,Advance shipping
119125,47647,2016-11-26,2016-11-29,4,2,4,3,0,0,1,250.0,Advance shipping
121445,48565,2016-12-09,2016-12-15,4,2,4,6,2,1,0,250.0,Late delivery
109614,43889,2016-10-02,2016-10-07,4,5,4,5,1,1,0,250.0,Late delivery
112738,45138,2016-10-20,2016-10-24,4,1,4,4,0,0,1,250.0,Shipping on time
110278,44160,2016-10-06,2016-10-12,4,1,4,6,2,1,0,199.95,Late delivery
123053,49214,2016-12-19,2016-12-24,4,5,4,5,1,1,0,250.0,Late delivery
104410,41825,2016-09-02,2016-09-08,4,4,4,6,2,1,0,124.95,Late delivery
111111,44504,2016-10-11,2016-10-16,4,5,4,5,1,1,0,124.95,Late delivery
111088,44496,2016-10-11,2016-10-13,4,2,4,2,0,0,1,124.95,Advance shipping
113854,45559,2016-10-27,2016-11-01,4,5,4,5,1,1,0,79.95,Late delivery
110090,44074,2016-10-05,2016-10-10,4,5,4,5,1,1,0,79.95,Late delivery
124661,49857,2016-12-28,2016-12-31,4,3,4,3,0,0,1,159.95,Advance shipping
104311,41786,2016-09-01,2016-09-03,4,3,4,2,0,0,1,149.95,Advance shipping
120131,48042,2016-12-02,2016-12-05,4,5,4,3,0,0,1,224.95,Advance shipping
110620,44301,2016-10-08,2016-10-10,4,3,4,2,0,0,1,499.95,Advance shipping
103815,41591,2016-08-30,2016-09-01,4,2,4,2,0,0,1,299.95,Advance shipping
112334,44981,2016-10-18,2016-10-20,4,3,4,2,0,0,1,199.95,Advance shipping
103704,41545,2016-08-29,2016-09-04,4,4,4,6,2,1,0,250.0,Late delivery
124779,49910,2016-12-29,2017-01-04,4,4,4,6,2,1,0,239.95,Late delivery
48976,19590,2015-10-13,2015-10-19,4,9,4,6,2,1,0,299.95,Late delivery
109018,43650,2016-09-29,2016-10-05,4,6,4,6,2,1,0,174.95,Late delivery
38024,15202,2015-08-10,2015-08-13,4,9,4,3,0,0,1,499.95,Advance shipping
38639,15462,2015-08-14,2015-08-17,4,8,4,3,0,0,1,139.95,Advance shipping
37908,15155,2015-08-10,2015-08-16,4,9,4,6,2,1,0,499.95,Late delivery
161109,64451,2017-07-29,2017-07-31,4,9,4,2,0,0,1,499.95,Advance shipping
167556,67028,2017-09-05,2017-09-09,4,9,4,4,0,0,1,499.95,Shipping on time
155832,62336,2017-06-28,2017-06-30,4,9,4,2,0,0,1,499.95,Advance shipping
28340,11334,2015-06-15,2015-06-20,4,9,4,5,1,1,0,159.95,Late delivery
157243,62885,2017-07-06,2017-07-12,4,8,4,6,2,1,0,499.95,Late delivery
167475,66998,2017-09-05,2017-09-09,4,8,4,4,0,0,1,499.95,Shipping on time
